epoch,lr,step,train_loss,train_rmse,val_coverage_95,val_loss,val_rmse
3,0.0002997763513121754,2649,0.648484468460083,1.0853703022003174,,,
3,0.00029976750374771655,2699,0.63077712059021,1.0598326921463013,,,
3,0.0002997584524564445,2749,0.661544144153595,1.1023551225662231,,,
3,,2787,,,0.9423176050186157,0.6978796720504761,1.1348145008087158
4,0.0002997492556460202,2799,0.6598262786865234,1.1035523414611816,,,
4,0.0002997398842126131,2849,0.6440623998641968,1.0846116542816162,,,
4,0.0002997303381562233,2899,0.6983627676963806,1.1413666009902954,,,
4,0.00029972061747685075,2949,0.6895164847373962,1.127029299736023,,,
4,0.0002997107512783259,2999,0.6061762571334839,1.0504759550094604,,,
4,0.0002997006813529879,3049,0.6927305459976196,1.1346819400787354,,,
4,0.0002996904368046671,3099,0.6484947800636292,1.0761452913284302,,,
4,0.00029968004673719406,3149,0.6823204159736633,1.1199511289596558,,,
4,0.0002996694529429078,3199,0.6610067486763,1.0973525047302246,,,
4,0.0002996587136294693,3249,0.617931067943573,1.066045880317688,,,
4,0.000299647799693048,3299,0.6387885808944702,1.0822250843048096,,,
4,0.000299636711133644,3349,0.6184359788894653,1.0665394067764282,,,
4,0.00029962544795125723,3399,0.6433056592941284,1.0776780843734741,,,
4,0.00029961401014588773,3449,0.6259865760803223,1.068764328956604,,,
4,,3484,,,0.9386823177337646,0.699890673160553,1.1357707977294922
5,0.0002996023977175355,3499,0.6217901110649109,1.063578724861145,,,
5,0.000299590639770031,3549,0.6613981127738953,1.0898606777191162,,,
5,0.00029957867809571326,3599,0.6186029314994812,1.0694687366485596,,,
5,0.00029956657090224326,3649,0.6661129593849182,1.091180443763733,,,
5,0.00029955425998196006,3699,0.6017571091651917,1.0329830646514893,,,
5,0.0002995418035425246,3749,0.797834038734436,1.228158712387085,,,
5,0.00029952917248010635,3799,0.6370155215263367,1.084257960319519,,,
5,0.0002995163667947054,3849,0.6137565970420837,1.056429147720337,,,
5,0.0002995033864863217,3899,0.6508274078369141,1.082189679145813,,,
5,0.00029949023155495524,3949,0.6543227434158325,1.0766345262527466,,,
5,0.00029947690200060606,3999,0.6477789878845215,1.081024408340454,,,
5,0.0002994634269271046,4049,0.6274683475494385,1.062509536743164,,,
5,0.00029944974812678993,4099,0.6109596490859985,1.0484895706176758,,,
5,0.000299435923807323,4149,0.6948903203010559,1.1332556009292603,,,
5,,4181,,,0.944177508354187,0.7115091681480408,1.1387403011322021
6,0.0002994219248648733,4199,0.6799429655075073,1.1231476068496704,,,
6,0.0002994077221956104,4249,0.6305683255195618,1.0755575895309448,,,
6,0.00029939337400719523,4299,0.6302254796028137,1.0693913698196411,,,
6,0.0002993788511957973,4349,0.6989757418632507,1.1333487033843994,,,
6,0.0002993641537614167,4399,0.6866973638534546,1.1066875457763672,,,
6,0.00029934931080788374,4449,0.6286095976829529,1.0721937417984009,,,
6,0.0002993342641275376,4499,0.745895266532898,1.1888796091079712,,,
6,0.0002993190719280392,4549,0.6015423536300659,1.0435093641281128,,,
6,0.0002993036760017276,4599,0.6417177319526672,1.0829764604568481,,,
6,0.0002992881345562637,4649,0.6746888160705566,1.1041691303253174,,,
6,0.00029927241848781705,4699,0.6033321619033813,1.029679298400879,,,
6,0.00029925652779638767,4749,0.6255912184715271,1.0632587671279907,,,
6,0.00029924046248197556,4799,0.6177072525024414,1.0647904872894287,,,
6,0.0002992242225445807,4849,0.5947629809379578,1.0410783290863037,,,
6,,4878,,,0.9376948475837708,0.6917045712471008,1.1347041130065918
7,0.0002992078079842031,4899,0.8037436604499817,1.231515884399414,,,
7,0.0002991912479046732,4949,0.63735431432724,1.0976731777191162,,,
7,0.00029917448409833014,4999,0.6765346527099609,1.1131999492645264,,,
7,0.0002991575747728348,5049,0.6784529685974121,1.1159712076187134,,,
7,0.0002991404908243567,5099,0.6555740833282471,1.1035696268081665,,,
7,0.00029912323225289583,5149,0.6678673624992371,1.0965933799743652,,,
7,0.00029910579905845225,5199,0.7098806500434875,1.1465262174606323,,,
7,0.0002990881912410259,5249,0.6216787695884705,1.077202558517456,,,
7,0.00029907040880061686,5299,0.6647623777389526,1.104150414466858,,,
7,0.0002990524808410555,5349,0.6103029847145081,1.0468031167984009,,,
7,0.00029903434915468097,5399,0.8176987171173096,1.2321304082870483,,,
7,0.00029901607194915414,5449,0.6287273168563843,1.0678735971450806,,,
7,0.00029899762012064457,5499,0.5990071296691895,1.0454431772232056,,,
7,0.0002989789645653218,5549,0.6653878688812256,1.081346869468689,,,
7,,5575,,,0.9356933832168579,0.6914581656455994,1.135711908340454
8,0.0002989601925946772,5599,0.7139926552772522,1.164991855621338,,,
8,0.0002989412168972194,5649,0.5926700830459595,1.0650383234024048,,,
8,0.0002989220665767789,5699,0.6616648435592651,1.0831797122955322,,,
8,0.0002989027416333556,5749,0.6688883900642395,1.079145073890686,,,
8,0.00029888327117078006,5799,0.8059808611869812,1.2240160703659058,,,
8,0.00029886362608522177,5849,0.6631961464881897,1.0807689428329468,,,
8,0.00029884380637668073,5899,0.6404175758361816,1.0684267282485962,,,
8,0.00029882381204515696,5949,0.6551664471626282,1.0901811122894287,,,
8,0.00029880364309065044,5999,0.6592478156089783,1.0900750160217285,,,
8,0.0002987832995131612,6049,0.6368647813796997,1.0877779722213745,,,
8,0.0002987627813126892,6099,0.6236450672149658,1.0931178331375122,,,
8,0.0002987421175930649,6149,0.6364800333976746,1.081270694732666,,,
8,0.0002987212792504579,6199,0.6242681741714478,1.0752291679382324,,,
8,0.00029870023718103766,6249,0.6255397200584412,1.0871825218200684,,,
8,,6272,,,0.9367746710777283,0.6731744408607483,1.1332651376724243
9,0.00029867904959246516,6299,0.7552671432495117,1.2171695232391357,,,
9,0.0002986576873809099,6349,0.6369024515151978,1.062406301498413,,,
9,0.0002986361796502024,6399,0.605266809463501,1.0662975311279297,,,
9,0.00029861446819268167,6449,0.6857267618179321,1.1062754392623901,,,
9,0.00029859261121600866,6499,0.6769942045211792,1.1121256351470947,,,
9,0.00029857055051252246,6549,0.6048354506492615,1.053682565689087,,,
9,0.00029854834428988397,6599,0.656978189945221,1.0752025842666626,,,
9,0.00029852596344426274,6649,0.7567825317382812,1.1902451515197754,,,
9,0.0002985034079756588,6699,0.603421151638031,1.058923363685608,,,
9,0.0002984807069879025,6749,0.6193904876708984,1.0655896663665771,,,
9,0.00029845780227333307,6799,0.6702072024345398,1.1118159294128418,,,
9,0.00029843475203961134,6849,0.6586018204689026,1.1165211200714111,,,
9,0.0002984114980790764,6899,0.6290339827537537,1.0888763666152954,,,
9,0.0002983880985993892,6949,0.9012183547019958,1.2096530199050903,,,
9,,6969,,,0.9345648884773254,0.6780781149864197,1.1309096813201904
10,0.00029836452449671924,6999,0.7261525392532349,1.1568752527236938,,,
10,0.00029834077577106655,7049,0.6582958102226257,1.0990294218063354,,,
10,0.00029831688152626157,7099,0.6609049439430237,1.1184172630310059,,,
10,0.0002982927835546434,7149,0.6852494478225708,1.124512791633606,,,
10,0.00029826854006387293,7199,0.6353902816772461,1.0854617357254028,,,
10,0.00029824412195011973,7249,0.7730357050895691,1.2081059217453003,,,
10,0.0002982195292133838,7299,0.9028806686401367,1.3790104389190674,,,
10,0.0002981947618536651,7349,0.5997027158737183,1.031901478767395,,,
10,0.0002981698198709637,7399,0.6175360679626465,1.0622187852859497,,,
10,0.00029814473236911,7449,0.6507378220558167,1.1061547994613647,,,
10,0.0002981194411404431,7499,0.6554859280586243,1.1022396087646484,,,
10,0.0002980940043926239,7549,0.6298213601112366,1.0884084701538086,,,
10,0.000298068393021822,7599,0.6646869778633118,1.116419792175293,,,
10,0.0002980426070280373,7649,0.5858193039894104,1.059150218963623,,,
10,,7666,,,0.9531468152999878,0.8511863946914673,1.1669851541519165
11,0.00029801667551510036,7699,0.6712603569030762,1.1060209274291992,,,
11,0.0002979905402753502,7749,0.6043804287910461,1.0523511171340942,,,
11,0.0002979642595164478,7799,0.6290513277053833,1.0907429456710815,,,
11,0.0002979378041345626,7849,0.6054863333702087,1.0590466260910034,,,
11,0.0002979111741296947,7899,0.6402949094772339,1.1031001806259155,,,
11,0.00029788436950184405,7949,0.6240067481994629,1.0888416767120361,,,
11,0.00029785739025101066,7999,0.6105550527572632,1.0781166553497314,,,
11,0.000297830265481025,8049,0.7275652885437012,1.1628849506378174,,,
11,0.00029780296608805656,8099,0.7431424856185913,1.1317713260650635,,,
11,0.0002977754920721054,8149,0.7254906296730042,1.1506760120391846,,,
11,0.0002977478434331715,8199,0.7191106081008911,1.1679867506027222,,,
11,0.0002977200201712549,8249,0.7043508291244507,1.148323655128479,,,
11,0.0002976920222863555,8299,0.5983482003211975,1.0705230236053467,,,
11,0.00029766387888230383,8349,0.7682711482048035,1.1838701963424683,,,
11,,8363,,,0.9338428974151611,0.6636579632759094,1.1267805099487305
12,0.00029763556085526943,8399,0.5984432697296143,1.082070231437683,,,
12,0.0002976070682052523,8449,0.6641189455986023,1.0789704322814941,,,
12,0.0002975784009322524,8499,0.5889062285423279,1.0547354221343994,,,
12,0.00029754958814010024,8549,0.7364819049835205,1.1887890100479126,,,
12,0.0002975205716211349,8599,0.6519880890846252,1.0806630849838257,,,
12,0.00029749140958301723,8649,0.7684913873672485,1.1908550262451172,,,
12,0.00029746207292191684,8699,0.5914218425750732,1.0387970209121704,,,
12,0.0002974325616378337,8749,0.5930177569389343,1.0668840408325195,,,
12,0.00029740287573076785,8799,0.6776394248008728,1.154874324798584,,,
12,0.0002973730443045497,8849,0.637531042098999,1.0741952657699585,,,
12,0.0002973430382553488,8899,0.6645470261573792,1.0992151498794556,,,
12,0.00029731285758316517,8949,0.631930947303772,1.076952576637268,,,
12,0.0002972825022879988,8999,0.6458787322044373,1.1110353469848633,,,
12,0.0002972519723698497,9049,0.6262560486793518,1.0844557285308838,,,
12,,9060,,,0.9533193111419678,0.786993682384491,1.1577870845794678
13,0.0002972212969325483,9099,0.6288198232650757,1.0797827243804932,,,
13,0.00029719044687226415,9149,0.6656033992767334,1.1406387090682983,,,
13,0.00029715942218899727,9199,0.6663297414779663,1.1031752824783325,,,
13,0.00029712822288274765,9249,0.6067395210266113,1.0699394941329956,,,
13,0.0002970968489535153,9299,0.6602564454078674,1.1122047901153564,,,
13,0.00029706532950513065,9349,0.5497955083847046,1.0290062427520752,,,
13,0.00029703363543376327,9399,0.7146064043045044,1.1648993492126465,,,
13,0.00029700176673941314,9449,0.6191916465759277,1.0547113418579102,,,
13,0.0002969697234220803,9499,0.6458500623703003,1.0984110832214355,,,
13,0.00029693753458559513,9549,0.6910631060600281,1.1268278360366821,,,
13,0.00029690517112612724,9599,0.5742973685264587,1.0342531204223633,,,
13,0.00029687260393984616,9649,0.6384353637695312,1.0904643535614014,,,
13,0.00029683992033824325,9699,0.6953481435775757,1.1298516988754272,,,
13,0.00029680703300982714,9749,0.6374765634536743,1.0972784757614136,,,
13,,9757,,,0.9430267810821533,0.6806181073188782,1.116258978843689
14,0.00029677400016225874,9799,0.6319200992584229,1.1112059354782104,,,
14,0.00029674076358787715,9849,0.6057194471359253,1.0419312715530396,,,
14,0.00029670741059817374,9899,0.7311944365501404,1.1247200965881348,,,
14,0.0002966738538816571,9949,0.6604838967323303,1.102396011352539,,,
14,0.00029664012254215777,9999,0.6789100766181946,1.125934362411499,,,
14,0.00029660624568350613,10049,0.5901089310646057,1.0509750843048096,,,
14,0.00029657219420187175,10099,0.6248328685760498,1.1108479499816895,,,
14,0.00029653796809725463,10149,0.6325328946113586,1.0671682357788086,,,
14,0.00029650359647348523,10199,0.5965741276741028,1.0744552612304688,,,
14,0.00029646902112290263,10249,0.7189890146255493,1.206106424331665,,,
14,0.00029643430025316775,10299,0.6141456365585327,1.0801911354064941,,,
14,0.0002963994338642806,10349,0.6010014414787292,1.0519294738769531,,,
14,0.0002963643637485802,10399,0.6231966614723206,1.0862393379211426,,,
14,0.00029632914811372757,10449,0.6002939939498901,1.0567278861999512,,,
14,,10454,,,0.933057427406311,0.631304919719696,1.107232928276062
15,0.0002962937578558922,10499,0.595402717590332,1.0685395002365112,,,
15,0.00029625819297507405,10549,0.549241304397583,1.0392439365386963,,,
15,0.0002962224534712732,10599,0.7048702836036682,1.1499223709106445,,,
15,0.00029618656844832003,10649,0.5734835863113403,1.0582306385040283,,,
15,0.00029615050880238414,10699,0.5877913236618042,1.0615808963775635,,,
15,0.0002961142745334655,10749,0.620302140712738,1.0783966779708862,,,
15,0.00029607786564156413,10799,0.6159792542457581,1.0731738805770874,,,
15,0.0002960413112305105,10849,0.5989277958869934,1.055262565612793,,,
15,0.0002960045821964741,10899,0.5927028656005859,1.062461495399475,,,
15,0.00029596767853945494,10949,0.5719310641288757,1.058675765991211,,,
15,0.0002959306293632835,10999,0.5573621392250061,1.0418009757995605,,,
15,0.0002958933764602989,11049,0.6044242978096008,1.0666961669921875,,,
15,0.000295855978038162,11099,0.5755040049552917,1.0569484233856201,,,
15,0.0002958184340968728,11149,0.6200509667396545,1.1034879684448242,,,
15,,11151,,,0.9380713105201721,0.6312474012374878,1.0925185680389404
16,0.0002957806864287704,11199,0.5310056805610657,1.0122010707855225,,,
16,0.00029574279324151576,11249,0.5085206031799316,1.0011017322540283,,,
16,0.00029570472543127835,11299,0.576469898223877,1.06990385055542,,,
16,0.0002956664829980582,11349,0.6447026133537292,1.1336774826049805,,,
16,0.00029562809504568577,11399,0.5335580110549927,1.0219683647155762,,,
16,0.0002955895324703306,11449,0.5904339551925659,1.0693780183792114,,,
16,0.0002955507952719927,11499,0.5740129947662354,1.041822075843811,,,
16,0.00029551188345067203,11549,0.5135166645050049,1.0090357065200806,,,
16,0.0002954728261101991,11599,0.5425434708595276,1.0369991064071655,,,
16,0.0002954335941467434,11649,0.5200067162513733,1.0074219703674316,,,
16,0.000295394187560305,11699,0.5472296476364136,1.0444785356521606,,,
16,0.0002953546354547143,11749,0.5254082679748535,1.0233021974563599,,,
16,0.00029531490872614086,11799,0.5357196927070618,1.0247306823730469,,,
16,,11848,,,0.9445636868476868,0.6114515066146851,1.0760949850082397
17,0.0002952750073745847,11849,0.5834752917289734,1.0640510320663452,,,
17,0.00029523493140004575,11899,0.612427830696106,1.1004258394241333,,,
17,0.00029519470990635455,11949,0.5601503849029541,1.0448575019836426,,,
17,0.0002951543137896806,11999,0.559885561466217,1.041206955909729,,,
17,0.00029511377215385437,12049,0.5370926856994629,1.033427119255066,,,
17,0.00029507302679121494,12099,0.5209153294563293,1.0274237394332886,,,
17,0.00029503213590942323,12149,0.5573437213897705,1.0544413328170776,,,
17,0.0002949910704046488,12199,0.5765462517738342,1.05780827999115,,,
17,0.00029494985938072205,12249,0.5516372919082642,1.0452215671539307,,,
17,0.00029490847373381257,12299,0.5897151231765747,1.0703831911087036,,,
17,0.00029486691346392035,12349,0.5337709784507751,1.0195989608764648,,,
17,0.0002948251785710454,12399,0.5822828412055969,1.0686326026916504,,,
17,0.00029478329815901816,12449,0.5349164009094238,1.0323710441589355,,,
17,0.0002947412431240082,12499,0.5405467748641968,1.0429335832595825,,,
17,,12545,,,0.944896936416626,0.5762138962745667,1.0598244667053223
18,0.0002946990425698459,12549,0.5266445875167847,1.0186045169830322,,,
18,0.00029465663828887045,12599,0.5035727024078369,1.0053904056549072,,,
18,0.0002946140884887427,12649,0.5591204166412354,1.0617674589157104,,,
18,0.0002945713931694627,12699,0.5124265551567078,1.0187264680862427,,,
18,0.00029452849412336946,12749,0.5089530348777771,1.0027974843978882,,,
18,0.00029448544955812395,12799,0.5336376428604126,1.0297160148620605,,,
18,0.00029444225947372615,12849,0.513918936252594,0.9973238110542297,,,
18,0.00029439886566251516,12899,0.5333316922187805,1.0261859893798828,,,
18,0.0002943553263321519,12949,0.4870850443840027,1.0002626180648804,,,
18,0.00029431164148263633,12999,0.5232986807823181,1.0297818183898926,,,
18,0.0002942677529063076,13049,0.5536677837371826,1.041934847831726,,,
18,0.00029422371881082654,13099,0.5282631516456604,1.0365911722183228,,,
18,0.0002941795391961932,13149,0.506771981716156,1.0142078399658203,,,
18,0.0002941351558547467,13199,0.5326875448226929,1.0310959815979004,,,
18,,13242,,,0.9410033822059631,0.5480675101280212,1.0431030988693237
19,0.0002940906269941479,13249,0.5403799414634705,1.0403025150299072,,,
19,0.0002940459526143968,13299,0.5194923281669617,1.0254690647125244,,,
19,0.00029400107450783253,13349,0.4899388551712036,0.99306720495224,,,
19,0.0002939560799859464,13399,0.4823431372642517,0.9944382309913635,,,
19,0.0002939108817372471,13449,0.5034282803535461,1.024674892425537,,,
19,0.0002938655379693955,13499,0.5305125117301941,1.0375863313674927,,,
19,0.0002938200195785612,13549,0.5062338709831238,1.0190672874450684,,,
19,0.0002937743265647441,13599,0.4930010735988617,0.9927309155464172,,,
19,0.00029372848803177476,13649,0.4669871926307678,0.9948727488517761,,,
19,0.00029368247487582266,13699,0.49945300817489624,0.9981001615524292,,,
19,0.0002936363162007183,13749,0.46994125843048096,1.0003618001937866,,,
19,0.00029358998290263116,13799,0.4353897273540497,0.9642895460128784,,,
19,0.0002935434749815613,13849,0.448034405708313,0.9711055755615234,,,
19,0.00029349682154133916,13899,0.4778400659561157,1.013102650642395,,,
19,,13939,,,0.9533451795578003,0.552639365196228,1.0298446416854858
20,0.0002934499934781343,13949,0.44871649146080017,0.9683773517608643,,,
20,0.00029340299079194665,13999,0.4834200143814087,0.9840181469917297,,,
20,0.00029335584258660674,14049,0.43969306349754333,0.9667678475379944,,,
20,0.0002933085197582841,14099,0.4480176568031311,0.9638805985450745,,,
20,0.0002932610223069787,14149,0.47290536761283875,0.9910559058189392,,,
20,0.00029321337933652103,14199,0.41293519735336304,0.9406248927116394,,,
20,0.00029316559084691107,14249,0.4547501802444458,0.994337260723114,,,
20,0.0002931175986304879,14299,0.41963398456573486,0.958558976650238,,,
20,0.0002930694608949125,14349,0.4597608149051666,0.9884430766105652,,,
20,0.00029302117764018476,14399,0.45120760798454285,0.9747033715248108,,,
20,0.00029297269065864384,14449,0.4137353003025055,0.9476877450942993,,,
20,0.0002929240872617811,14499,0.3883318603038788,0.927436113357544,,,
20,0.00029287528013810515,14549,0.4372401237487793,0.9677191972732544,,,
20,0.00029282632749527693,14599,0.41326943039894104,0.9556750655174255,,,
20,,14636,,,0.9415518641471863,0.45146098732948303,0.9812416434288025
21,0.0002927772293332964,14649,0.4171161949634552,0.9585745930671692,,,
21,0.0002927279274445027,14699,0.3819015920162201,0.9188876152038574,,,
21,0.0002926785091403872,14749,0.4021741449832916,0.9465034008026123,,,
21,0.00029262888710945845,14799,0.417777419090271,0.9591658711433411,,,
21,0.00029257911955937743,14849,0.4116626977920532,0.9526879787445068,,,
21,0.00029252920649014413,14899,0.3984992206096649,0.9371660351753235,,,
21,0.0002924791187979281,14949,0.39189380407333374,0.9452594518661499,,,
21,0.0002924288564827293,14999,0.38354024291038513,0.9399288296699524,,,
21,0.00029237844864837825,15049,0.4072606861591339,0.9564958214759827,,,
21,0.00029232786619104445,15099,0.389116495847702,0.9266883134841919,,,
21,0.0002922771091107279,15149,0.37906667590141296,0.9179889559745789,,,
21,0.0002922262065112591,15199,0.39436444640159607,0.928555428981781,,,
21,0.0002921751292888075,15249,0.3924425542354584,0.9480509161949158,,,
21,0.00029212390654720366,15299,0.39065492153167725,0.9325265884399414,,,
21,,15333,,,0.9426519870758057,0.40348827838897705,0.9482426047325134
22,0.00029207250918261707,15349,0.34303197264671326,0.8926607966423035,,,
22,0.0002920209662988782,15399,0.37772655487060547,0.9327807426452637,,,
22,0.0002919692487921566,15449,0.37229013442993164,0.9250461459159851,,,
22,0.0002919173857662827,15499,0.38041025400161743,0.9263640642166138,,,
22,0.00029186534811742604,15549,0.33207955956459045,0.8902643918991089,,,
22,0.00029181313584558666,15599,0.3537806570529938,0.9068312644958496,,,
22,0.000291760778054595,15649,0.34477698802948,0.8992885947227478,,,
22,0.0002917082456406206,15699,0.34396612644195557,0.9063611626625061,,,
22,0.0002916555677074939,15749,0.36370447278022766,0.9086679816246033,,,
22,0.00029160271515138447,15799,0.33320319652557373,0.8952289819717407,,,
22,0.00029154971707612276,15849,0.3418627977371216,0.8915834426879883,,,
22,0.0002914965443778783,15899,0.36431318521499634,0.9165014624595642,,,
22,0.0002914431970566511,15949,0.34810593724250793,0.899596631526947,,,
22,0.00029138970421627164,15999,0.3604065775871277,0.92572420835495,,,
22,,16030,,,0.9426490664482117,0.38932740688323975,0.9292749762535095
23,0.0002913360658567399,16049,0.34780168533325195,0.9022120833396912,,,
23,0.0002912822528742254,16099,0.3451823592185974,0.9126408100128174,,,
23,0.00029122826526872814,16149,0.3545573949813843,0.905889630317688,,,
23,0.0002911741321440786,16199,0.33139920234680176,0.8967961668968201,,,
23,0.0002911198535002768,16249,0.3161250054836273,0.8732617497444153,,,
23,0.0002910653711296618,16299,0.3332993686199188,0.8978334069252014,,,
23,0.00029101077234372497,16349,0.3265811800956726,0.8976719975471497,,,
23,0.00029095596983097494,16399,0.311929851770401,0.8628814816474915,,,
23,0.0002909010509029031,16449,0.3406482934951782,0.9095327258110046,,,
23,0.000290845928248018,16499,0.33709952235221863,0.8909112811088562,,,
23,0.00029079068917781115,16549,0.33769550919532776,0.9011436104774475,,,
23,0.00029073524638079107,16599,0.33369243144989014,0.8922568559646606,,,
23,0.00029067968716844916,16649,0.34152108430862427,0.9043111801147461,,,
23,0.00029062392422929406,16699,0.33839353919029236,0.8919252753257751,,,
23,,16727,,,0.934114396572113,0.3452133536338806,0.9155104756355286
24,0.0002905680157709867,16749,0.3143322765827179,0.8817126154899597,,,
24,0.000290511961793527,16799,0.34036028385162354,0.8987297415733337,,,
24,0.0002904557331930846,16849,0.3148314356803894,0.8759443163871765,,,
24,0.0002903993590734899,16899,0.33733272552490234,0.9057779908180237,,,
24,0.00029034281033091247,16949,0.3088446855545044,0.8663124442100525,,,
24,0.00029028611606918275,16999,0.2968069314956665,0.8632950782775879,,,
24,0.0002902292471844703,17049,0.32202306389808655,0.9012726545333862,,,
24,0.00029017223278060555,17099,0.2854367196559906,0.855015218257904,,,
24,0.00029011504375375807,17149,0.30146434903144836,0.8747549057006836,,,
24,0.0002900577092077583,17199,0.32144594192504883,0.8882599472999573,,,
24,0.0002900002000387758,17249,0.3238031566143036,0.8888179659843445,,,
24,0.000289942545350641,17299,0.29502254724502563,0.8710354566574097,,,
24,0.0002898847160395235,17349,0.3285191059112549,0.8931651711463928,,,
24,0.00028982674120925367,17399,0.3103175759315491,0.8891291618347168,,,
24,,17424,,,0.9365490674972534,0.44647327065467834,0.9854929447174072
25,0.00028976862085983157,17449,0.3422746956348419,0.8905041813850403,,,
25,0.00028971032588742673,17499,0.28971919417381287,0.8620621562004089,,,
25,0.00028965185629203916,17549,0.2851216495037079,0.8550308346748352,,,
25,0.0002895932411774993,17599,0.2652141749858856,0.8383541703224182,,,
25,0.00028953448054380715,17649,0.29755741357803345,0.8609361052513123,,,
25,0.00028947554528713226,17699,0.3016665279865265,0.8721363544464111,,,
25,0.00028941643540747464,17749,0.2963554263114929,0.8571766018867493,,,
25,0.0002893572091124952,17799,0.26842358708381653,0.8437567353248596,,,
25,0.00028929777909070253,17849,0.27832654118537903,0.8486300110816956,,,
25,0.00028923823265358806,17899,0.2865111231803894,0.8696039319038391,,,
25,0.0002891784824896604,17949,0.28873705863952637,0.8586245775222778,,,
25,0.0002891186159104109,17999,0.26521942019462585,0.8412671685218811,,,
25,0.00028905857470817864,18049,0.27152153849601746,0.8440572023391724,,,
25,0.00028899835888296366,18099,0.27064990997314453,0.8485304713249207,,,
25,,18121,,,0.9366874098777771,0.3195793032646179,0.8846050500869751
26,0.0002889379975385964,18149,0.25587382912635803,0.8491348028182983,,,
26,0.00028887749067507684,18199,0.27144959568977356,0.8448525071144104,,,
26,0.00028881680918857455,18249,0.28610658645629883,0.8518749475479126,,,
